Department,Month,Budget,Actual,Forecast,Variance,PctVariance,ShockFlag,Year,Quarter,QuarterPeriod,YearlyPeriod,YTD_Budget,YTD_Actual,YTD_Variance,YTD_PctVariance,BaseLevel,DeptGrowth,TrendComponent,SeasonAmp,SeasonPhase,NoiseSigma,NoiseComponent,ShockComponent,MonthTS
Finance,2018-11,66888.43,71185.98,67862.57,4297.54,0.06,False,2018,4,2018Q4,2018,723541.67,730099.59,6557.92,0.01,65650.64087325898,0.0008015437515822686,528.120715034528,0.028868283976546623,1.42778299794038,0.03,4297.543470450607,0.0,2018-11-30
Finance,2018-12,67734.49,66908.64,68266.48,-825.85,-0.01,False,2018,4,2018Q4,2018,791276.15,797008.23,5732.07,0.01,65650.64087325898,0.0008015437515822686,581.1658878730746,0.028868283976546623,1.42778299794038,0.03,-825.8493746351221,0.0,2018-12-31
Finance,2019-01,68178.89,67131.17,68408.59,-1047.72,-0.02,False,2019,1,2019Q1,2019,68178.89,67131.17,-1047.72,-0.02,65650.64087325898,0.0008015437515822686,634.2535787384686,0.028868283976546623,1.42778299794038,0.03,-1047.7242263777925,0.0,2019-01-31
Finance,2019-02,68116.06,66453.13,66830.98,-1662.93,-0.02,False,2019,1,2019Q1,2019,136294.95,133584.3,-2710.65,-0.02,65650.64087325898,0.0008015437515822686,687.3838217107514,0.028868283976546623,1.42778299794038,0.03,-1662.929798721773,0.0,2019-02-28
Finance,2019-03,67576.28,68825.05,67469.78,1248.77,0.02,False,2019,1,2019Q1,2019,203871.23,202409.35,-1461.89,-0.01,65650.64087325898,0.0008015437515822686,740.5566508973111,0.028868283976546623,1.42778299794038,0.03,1248.7679910396346,0.0,2019-03-31
Finance,2019-04,66717.8,68977.47,68085.22,2259.68,0.03,False,2019,2,2019Q2,2019,270589.03,271386.82,797.79,0.0,65650.64087325898,0.0008015437515822686,793.7721004328688,0.028868283976546623,1.42778299794038,0.03,2259.6763568256097,0.0,2019-04-30
Finance,2019-05,65784.58,65559.7,67787.41,-224.88,-0.0,False,2019,2,2019Q2,2019,336373.61,336946.52,572.91,0.0,65650.64087325898,0.0008015437515822686,847.0302044794777,0.028868283976546623,1.42778299794038,0.03,-224.87957359766395,0.0,2019-05-31
Finance,2019-06,65041.05,63401.71,65979.63,-1639.34,-0.03,False,2019,2,2019Q2,2019,401414.66,400348.24,-1066.43,-0.0,65650.64087325898,0.0008015437515822686,900.3309972266114,0.028868283976546623,1.42778299794038,0.03,-1639.3398013492888,0.0,2019-06-30
Finance,2019-07,64701.19,63100.84,64020.75,-1600.35,-0.02,False,2019,3,2019Q3,2019,466115.86,463449.08,-2666.78,-0.01,65650.64087325898,0.0008015437515822686,953.6745128911199,0.028868283976546623,1.42778299794038,0.03,-1600.3475342544414,0.0,2019-07-31
Finance,2019-08,64871.1,66137.24,64213.26,1266.14,0.02,False,2019,3,2019Q3,2019,530986.95,529586.32,-1400.64,-0.0,65650.64087325898,0.0008015437515822686,1007.0607857173019,0.028868283976546623,1.42778299794038,0.03,1266.1400265748896,0.0,2019-08-31
Finance,2019-09,65520.33,66981.28,65406.45,1460.95,0.02,False,2019,3,2019Q3,2019,596507.29,596567.6,60.31,0.0,65650.64087325898,0.0008015437515822686,1060.489849976891,0.028868283976546623,1.42778299794038,0.03,1460.9478587907167,0.0,2019-09-30
Finance,2019-10,66489.9,67573.33,66897.28,1083.43,0.02,False,2019,4,2019Q4,2019,662997.19,664140.93,1143.74,0.0,65650.64087325898,0.0008015437515822686,1113.9617399690994,0.028868283976546623,1.42778299794038,0.03,1083.428194396065,0.0,2019-10-31
Finance,2019-11,67534.64,66186.29,66913.64,-1348.35,-0.02,False,2019,4,2019Q4,2019,730531.83,730327.22,-204.61,-0.0,65650.64087325898,0.0008015437515822686,1167.4764900206026,0.028868283976546623,1.42778299794038,0.03,-1348.3488249127868,0.0,2019-11-30
Finance,2019-12,68388.87,68865.19,67541.6,476.32,0.01,False,2019,4,2019Q4,2019,798920.7,799192.41,271.71,0.0,65650.64087325898,0.0008015437515822686,1221.0341344856276,0.028868283976546623,1.42778299794038,0.03,476.3175323930005,0.0,2019-12-31
Finance,2020-01,68837.57,69078.54,68043.34,240.97,0.0,False,2020,1,2020Q1,2020,68837.57,69078.54,240.97,0.0,65650.64087325898,0.0008015437515822686,1274.6347077459234,0.028868283976546623,1.42778299794038,0.03,240.97102487185805,0.0,2020-01-31
Finance,2020-02,68774.13,73714.59,70552.77,4940.45,0.07,True,2020,1,2020Q1,2020,137611.7,142793.13,5181.42,0.04,65650.64087325898,0.0008015437515822686,1328.2782442107903,0.028868283976546623,1.42778299794038,0.03,451.20356381714686,4489.2489868857865,2020-02-29
Finance,2020-03,68229.14,70012.85,70935.32,1783.71,0.03,False,2020,1,2020Q1,2020,205840.84,212805.97,6965.13,0.03,65650.64087325898,0.0008015437515822686,1381.964778317138,0.028868283976546623,1.42778299794038,0.03,1783.7050867756075,0.0,2020-03-31
Finance,2020-04,67362.36,67814.22,70513.88,451.86,0.01,False,2020,2,2020Q2,2020,273203.2,280620.19,7416.99,0.03,65650.64087325898,0.0008015437515822686,1435.694344529442,0.028868283976546623,1.42778299794038,0.03,451.8577242343127,0.0,2020-04-30
Finance,2020-05,66420.13,67772.93,68533.33,1352.81,0.02,False,2020,2,2020Q2,2020,339623.33,348393.13,8769.79,0.03,65650.64087325898,0.0008015437515822686,1489.4669773398023,0.028868283976546623,1.42778299794038,0.03,1352.805789804043,0.0,2020-05-31
Finance,2020-06,65669.42,65802.55,67129.9,133.14,0.0,False,2020,2,2020Q2,2020,405292.75,414195.68,8902.93,0.02,65650.64087325898,0.0008015437515822686,1543.2827112680154,0.028868283976546623,1.42778299794038,0.03,133.13633886812568,0.0,2020-06-30
Finance,2020-07,65326.27,65892.89,66489.46,566.61,0.01,False,2020,3,2020Q3,2020,470619.02,480088.56,9469.54,0.02,65650.64087325898,0.0008015437515822686,1597.1415808614877,0.028868283976546623,1.42778299794038,0.03,566.6127862505629,0.0,2020-07-31
Finance,2020-08,65497.82,66738.26,66144.57,1240.44,0.02,False,2020,3,2020Q3,2020,536116.84,546826.82,10709.98,0.02,65650.64087325898,0.0008015437515822686,1651.0436206953514,0.028868283976546623,1.42778299794038,0.03,1240.4400570054952,0.0,2020-08-31
Finance,2020-09,66153.33,63261.46,65297.53,-2891.87,-0.04,False,2020,3,2020Q3,2020,602270.17,610088.28,7818.11,0.01,65650.64087325898,0.0008015437515822686,1704.988865372436,0.028868283976546623,1.42778299794038,0.03,-2891.8712612821955,0.0,2020-09-30
Finance,2020-10,67132.26,66488.45,65496.06,-643.81,-0.01,False,2020,4,2020Q4,2020,669402.43,676576.73,7174.3,0.01,65650.64087325898,0.0008015437515822686,1758.9773495233262,0.028868283976546623,1.42778299794038,0.03,-643.8075554909939,0.0,2020-10-31
Finance,2020-11,68187.1,67224.9,65658.27,-962.2,-0.01,False,2020,4,2020Q4,2020,737589.53,743801.63,6212.1,0.01,65650.64087325898,0.0008015437515822686,1813.0091078063476,0.028868283976546623,1.42778299794038,0.03,-962.2003954551432,0.0,2020-11-30
Finance,2020-12,69049.58,67726.15,67146.5,-1323.43,-0.02,False,2020,4,2020Q4,2020,806639.11,811527.79,4888.67,0.01,65650.64087325898,0.0008015437515822686,1867.0841749075955,0.028868283976546623,1.42778299794038,0.03,-1323.4274139672164,0.0,2020-12-31
Finance,2021-01,69502.61,68928.92,67959.99,-573.69,-0.01,False,2021,1,2021Q1,2021,69502.61,68928.92,-573.69,-0.01,65650.64087325898,0.0008015437515822686,1921.2025855410081,0.028868283976546623,1.42778299794038,0.03,-573.6931549727493,0.0,2021-01-31
Finance,2021-02,69438.56,72552.76,69735.94,3114.2,0.04,False,2021,1,2021Q1,2021,138941.18,141481.68,2540.5,0.02,65650.64087325898,0.0008015437515822686,1975.3643744483077,0.028868283976546623,1.42778299794038,0.03,3114.1973146508826,0.0,2021-02-28
Finance,2021-03,68888.3,67098.94,69526.87,-1789.37,-0.03,False,2021,1,2021Q1,2021,207829.48,208580.62,751.14,0.0,65650.64087325898,0.0008015437515822686,2029.5695763990745,0.028868283976546623,1.42778299794038,0.03,-1789.3691320947528,0.0,2021-03-31
Finance,2021-04,68013.15,69988.82,69880.17,1975.67,0.03,False,2021,2,2021Q2,2021,275842.63,278569.44,2726.8,0.01,65650.64087325898,0.0008015437515822686,2083.8182261907605,0.028868283976546623,1.42778299794038,0.03,1975.6698837577885,0.0,2021-04-30
Finance,2021-05,67061.82,63676.13,66921.29,-3385.69,-0.05,False,2021,2,2021Q2,2021,342904.45,342245.56,-658.88,-0.0,65650.64087325898,0.0008015437515822686,2138.1103586487334,0.028868283976546623,1.42778299794038,0.03,-3385.6891129411024,0.0,2021-05-31
Finance,2021-06,66303.85,65637.72,66434.22,-666.13,-0.01,False,2021,2,2021Q2,2021,409208.3,407883.29,-1325.01,-0.0,65650.64087325898,0.0008015437515822686,2192.446008626232,0.028868283976546623,1.42778299794038,0.03,-666.1250038281545,0.0,2021-06-30
Finance,2021-07,65957.39,66279.44,65197.76,322.04,0.0,False,2021,3,2021Q3,2021,475165.69,474162.73,-1002.97,-0.0,65650.64087325898,0.0008015437515822686,2246.8252110044555,0.028868283976546623,1.42778299794038,0.03,322.04303738410664,0.0,2021-07-31
Finance,2021-08,66130.6,67293.61,66403.59,1163.02,0.02,False,2021,3,2021Q3,2021,541296.29,541456.34,160.05,0.0,65650.64087325898,0.0008015437515822686,2301.248000692577,0.028868283976546623,1.42778299794038,0.03,1163.0169661771156,0.0,2021-08-31
Finance,2021-09,66792.44,68217.58,67263.54,1425.14,0.02,False,2021,3,2021Q3,2021,608088.73,609673.91,1585.19,0.0,65650.64087325898,0.0008015437515822686,2355.7144126277,0.028868283976546623,1.42778299794038,0.03,1425.1367451037695,0.0,2021-09-30
Finance,2021-10,67780.83,69394.04,68301.74,1613.21,0.02,False,2021,4,2021Q4,2021,675869.56,679067.96,3198.4,0.0,65650.64087325898,0.0008015437515822686,2410.2244817749875,0.028868283976546623,1.42778299794038,0.03,1613.2120124089201,0.0,2021-10-31
Finance,2021-11,68845.86,68125.61,68579.08,-720.25,-0.01,False,2021,4,2021Q4,2021,744715.41,747193.57,2478.15,0.0,65650.64087325898,0.0008015437515822686,2464.778243127594,0.028868283976546623,1.42778299794038,0.03,-720.2482927775787,0.0,2021-11-30
Finance,2021-12,69716.67,68749.66,68756.44,-967.01,-0.01,False,2021,4,2021Q4,2021,814432.08,815943.23,1511.14,0.0,65650.64087325898,0.0008015437515822686,2519.375731706734,0.028868283976546623,1.42778299794038,0.03,-967.0088335503394,0.0,2021-12-31
Finance,2022-01,70174.08,71980.31,69618.53,1806.23,0.03,False,2022,1,2022Q1,2022,70174.08,71980.31,1806.23,0.03,65650.64087325898,0.0008015437515822686,2574.0169825617118,0.028868283976546623,1.42778299794038,0.03,1806.2300376265928,0.0,2022-01-31
Finance,2022-02,70109.41,69707.05,70145.67,-402.37,-0.01,False,2022,1,2022Q1,2022,140283.49,141687.36,1403.86,0.01,65650.64087325898,0.0008015437515822686,2628.70203076988,0.028868283976546623,1.42778299794038,0.03,-402.3670139112045,0.0,2022-02-28
Finance,2022-03,69553.84,66891.97,69526.44,-2661.87,-0.04,False,2022,1,2022Q1,2022,209837.33,208579.33,-1258.0,-0.01,65650.64087325898,0.0008015437515822686,2683.4309114367393,0.028868283976546623,1.42778299794038,0.03,-2661.866377305691,0.0,2022-03-31
Finance,2022-04,68670.23,66335.54,67644.85,-2334.69,-0.03,False,2022,2,2022Q2,2022,278507.56,274914.86,-3592.7,-0.01,65650.64087325898,0.0008015437515822686,2738.2036596959397,0.028868283976546623,1.42778299794038,0.03,-2334.692801601127,0.0,2022-04-30
Finance,2022-05,67709.7,65842.03,66356.51,-1867.68,-0.03,False,2022,2,2022Q2,2022,346217.26,340756.89,-5460.37,-0.02,65650.64087325898,0.0008015437515822686,2793.020310709265,0.028868283976546623,1.42778299794038,0.03,-1867.6752492996893,0.0,2022-05-31
Finance,2022-06,66944.41,67942.88,66706.81,998.46,0.01,False,2022,2,2022Q2,2022,413161.68,408699.77,-4461.91,-0.01,65650.64087325898,0.0008015437515822686,2847.880899666677,0.028868283976546623,1.42778299794038,0.03,998.4640440508766,0.0,2022-06-30
Finance,2022-07,66594.61,66879.15,66888.02,284.54,0.0,False,2022,3,2022Q3,2022,479756.29,475578.92,-4177.36,-0.01,65650.64087325898,0.0008015437515822686,2902.78546178639,0.028868283976546623,1.42778299794038,0.03,284.5435919033121,0.0,2022-07-31
Finance,2022-08,66769.49,68152.59,67658.21,1383.1,0.02,False,2022,3,2022Q3,2022,546525.77,543731.51,-2794.26,-0.01,65650.64087325898,0.0008015437515822686,2957.7340323148087,0.028868283976546623,1.42778299794038,0.03,1383.1005762631025,0.0,2022-08-31
Finance,2022-09,67437.72,66573.34,67201.69,-864.39,-0.01,False,2022,3,2022Q3,2022,613963.5,610304.85,-3658.65,-0.01,65650.64087325898,0.0008015437515822686,3012.7266465265757,0.028868283976546623,1.42778299794038,0.03,-864.3883794145688,0.0,2022-09-30
Finance,2022-10,68435.66,68761.16,67829.03,325.49,0.0,False,2022,4,2022Q4,2022,682399.16,679066.0,-3333.16,-0.0,65650.64087325898,0.0008015437515822686,3067.763339724657,0.028868283976546623,1.42778299794038,0.03,325.4930661232888,0.0,2022-10-31
Finance,2022-11,69510.98,70815.54,68716.68,1304.56,0.02,False,2022,4,2022Q4,2022,751910.14,749881.54,-2028.6,-0.0,65650.64087325898,0.0008015437515822686,3122.8441472402833,0.028868283976546623,1.42778299794038,0.03,1304.5620335203037,0.0,2022-11-30
Finance,2022-12,70390.21,72351.37,70642.69,1961.17,0.03,True,2022,4,2022Q4,2022,822300.35,822232.92,-67.43,-0.0,65650.64087325898,0.0008015437515822686,3177.969104432996,0.028868283976546623,1.42778299794038,0.03,-653.2490052463172,2614.4156493674727,2022-12-31
Finance,2023-01,70852.03,71822.94,71663.28,970.9,0.01,False,2023,1,2023Q1,2023,70852.03,71822.94,970.9,0.01,65650.64087325898,0.0008015437515822686,3233.138246690704,0.028868283976546623,1.42778299794038,0.03,970.9036462575525,0.0,2023-01-31
Finance,2023-02,70786.74,69381.07,71185.13,-1405.67,-0.02,False,2023,1,2023Q1,2023,141638.78,141204.01,-434.76,-0.0,65650.64087325898,0.0008015437515822686,3288.351609429682,0.028868283976546623,1.42778299794038,0.03,-1405.6674304315131,0.0,2023-02-28
Finance,2023-03,70225.8,69460.93,70221.65,-764.87,-0.01,False,2023,1,2023Q1,2023,211864.58,210664.94,-1199.64,-0.01,65650.64087325898,0.0008015437515822686,3343.609228094545,0.028868283976546623,1.42778299794038,0.03,-764.8724048841555,0.0,2023-03-31
Finance,2023-04,69333.66,68539.64,69127.21,-794.02,-0.01,False,2023,2,2023Q2,2023,281198.23,279204.58,-1993.65,-0.01,65650.64087325898,0.0008015437515822686,3398.9111381583907,0.028868283976546623,1.42778299794038,0.03,-794.0185116247229,0.0,2023-04-30
Finance,2023-05,68363.85,65911.28,67970.62,-2452.57,-0.04,False,2023,2,2023Q2,2023,349562.08,345115.86,-4446.22,-0.01,65650.64087325898,0.0008015437515822686,3454.2573751227005,0.028868283976546623,1.42778299794038,0.03,-2452.5660553974426,0.0,2023-05-31
Finance,2023-06,67591.17,68578.62,67676.51,987.45,0.01,False,2023,2,2023Q2,2023,417153.25,413694.48,-3458.77,-0.01,65650.64087325898,0.0008015437515822686,3509.647974517424,0.028868283976546623,1.42778299794038,0.03,987.4511486806382,0.0,2023-06-30
Finance,2023-07,67237.98,66291.13,66927.01,-946.85,-0.01,False,2023,3,2023Q3,2023,484391.23,479985.61,-4405.62,-0.01,65650.64087325898,0.0008015437515822686,3565.082971900981,0.028868283976546623,1.42778299794038,0.03,-946.8500063109232,0.0,2023-07-31
Finance,2023-08,67414.55,67439.82,67436.52,25.27,0.0,False,2023,3,2023Q3,2023,551805.78,547425.43,-4380.35,-0.01,65650.64087325898,0.0008015437515822686,3620.5624028603056,0.028868283976546623,1.42778299794038,0.03,25.268561493550003,0.0,2023-08-31
Finance,2023-09,68089.24,69071.25,67600.73,982.01,0.01,False,2023,3,2023Q3,2023,619895.02,616496.68,-3398.34,-0.01,65650.64087325898,0.0008015437515822686,3676.086303010872,0.028868283976546623,1.42778299794038,0.03,982.0102754414144,0.0,2023-09-30
Finance,2023-10,69096.82,70022.44,68844.5,925.62,0.01,False,2023,4,2023Q4,2023,688991.85,686519.12,-2472.72,-0.0,65650.64087325898,0.0008015437515822686,3731.654707996656,0.028868283976546623,1.42778299794038,0.03,925.6165662698598,0.0,2023-10-31
Finance,2023-11,70182.53,71583.48,70225.72,1400.95,0.02,False,2023,4,2023Q4,2023,759174.38,758102.6,-1071.77,-0.0,65650.64087325898,0.0008015437515822686,3787.2676534902457,0.028868283976546623,1.42778299794038,0.03,1400.952272817136,0.0,2023-11-30
Finance,2023-12,71070.25,70860.27,70822.06,-209.98,-0.0,False,2023,4,2023Q4,2023,830244.62,828962.87,-1281.75,-0.0,65650.64087325898,0.0008015437515822686,3842.925175192804,0.028868283976546623,1.42778299794038,0.03,-209.98163815358726,0.0,2023-12-31
Finance,2024-01,71536.54,70628.1,71023.95,-908.44,-0.01,False,2024,1,2024Q1,2024,71536.54,70628.1,-908.44,-0.01,65650.64087325898,0.0008015437515822686,3898.6273088341068,0.028868283976546623,1.42778299794038,0.03,-908.4388853117246,0.0,2024-01-31
Finance,2024-02,71470.62,71299.69,70929.35,-170.93,-0.0,False,2024,1,2024Q1,2024,143007.15,141927.79,-1079.36,-0.01,65650.64087325898,0.0008015437515822686,3954.374090172576,0.028868283976546623,1.42778299794038,0.03,-170.92528913106176,0.0,2024-02-29
Finance,2024-03,70904.25,67315.08,69747.62,-3589.18,-0.05,False,2024,1,2024Q1,2024,213911.41,209242.87,-4668.54,-0.02,65650.64087325898,0.0008015437515822686,4010.165554995306,0.028868283976546623,1.42778299794038,0.03,-3589.175699576497,0.0,2024-03-31
Finance,2024-04,70003.49,70717.81,69777.53,714.32,0.01,True,2024,2,2024Q2,2024,283914.9,279960.68,-3954.22,-0.01,65650.64087325898,0.0008015437515822686,4066.001739118052,0.028868283976546623,1.42778299794038,0.03,-3039.087751079615,3753.4060916896997,2024-04-30
Finance,2024-05,69024.32,66285.36,68106.08,-2738.95,-0.04,False,2024,2,2024Q2,2024,352939.22,346246.04,-6693.17,-0.02,65650.64087325898,0.0008015437515822686,4121.882678385298,0.028868283976546623,1.42778299794038,0.03,-2738.953070358252,0.0,2024-05-31
Finance,2024-06,68244.17,66202.48,67735.22,-2041.69,-0.03,False,2024,2,2024Q2,2024,421183.38,412448.52,-8734.86,-0.02,65650.64087325898,0.0008015437515822686,4177.80840867025,0.028868283976546623,1.42778299794038,0.03,-2041.6884046821317,0.0,2024-06-30
Finance,2024-07,67887.57,68701.76,67063.2,814.19,0.01,False,2024,3,2024Q3,2024,489070.96,481150.28,-7920.67,-0.02,65650.64087325898,0.0008015437515822686,4233.778965874857,0.028868283976546623,1.42778299794038,0.03,814.191055401817,0.0,2024-07-31
Finance,2024-08,68065.84,66216.88,67040.37,-1848.97,-0.03,False,2024,3,2024Q3,2024,557136.8,547367.16,-9769.64,-0.02,65650.64087325898,0.0008015437515822686,4289.794385929858,0.028868283976546623,1.42778299794038,0.03,-1848.9658861853625,0.0,2024-08-31
Finance,2024-09,68747.06,67967.13,67628.59,-779.93,-0.01,False,2024,3,2024Q3,2024,625883.86,615334.29,-10549.56,-0.02,65650.64087325898,0.0008015437515822686,4345.854704794816,0.028868283976546623,1.42778299794038,0.03,-779.9268630469583,0.0,2024-09-30
Finance,2024-10,69764.37,72483.57,68889.19,2719.2,0.04,False,2024,4,2024Q4,2024,695648.23,687817.86,-7830.37,-0.01,65650.64087325898,0.0008015437515822686,4401.95995845805,0.028868283976546623,1.42778299794038,0.03,2719.19531357,0.0,2024-10-31
Finance,2024-11,70860.56,70103.21,70184.64,-757.35,-0.01,False,2024,4,2024Q4,2024,766508.79,757921.07,-8587.72,-0.01,65650.64087325898,0.0008015437515822686,4458.110182936803,0.028868283976546623,1.42778299794038,0.03,-757.3519820411844,0.0,2024-11-30
Finance,2024-12,71756.86,73344.52,71977.1,1587.65,0.02,False,2024,4,2024Q4,2024,838265.65,831265.59,-7000.07,-0.01,65650.64087325898,0.0008015437515822686,4514.305414277135,0.028868283976546623,1.42778299794038,0.03,1587.6540852301143,0.0,2024-12-31
HR,2018-01,127236.58,122484.97,122484.97,-4751.61,-0.04,False,2018,1,2018Q1,2018,127236.58,122484.97,-4751.61,-0.04,128815.76203415547,-0.0004875454692978165,0.0,0.0364552322654166,3.4845589853632135,0.04,-4751.61275878753,0.0,2018-01-31
HR,2018-02,125175.83,124147.2,123316.08,-1028.63,-0.01,False,2018,1,2018Q1,2018,252412.41,246632.16,-5780.25,-0.02,128815.76203415547,-0.0004875454692978165,-62.80354115390333,0.0364552322654166,3.4845589853632135,0.04,-1028.6326772255488,0.0,2018-02-28
HR,2018-03,124075.08,119360.12,121997.43,-4714.96,-0.04,False,2018,1,2018Q1,2018,376487.49,365992.28,-10495.21,-0.03,128815.76203415547,-0.0004875454692978165,-125.57646272585774,0.0364552322654166,3.4845589853632135,0.04,-4714.9626230804,0.0,2018-03-31
HR,2018-04,124211.39,122526.92,122011.41,-1684.47,-0.01,False,2018,2,2018Q2,2018,500698.88,488519.2,-12179.68,-0.02,128815.76203415547,-0.0004875454692978165,-188.3187796443173,0.0364552322654166,3.4845589853632135,0.04,-1684.4707792821619,0.0,2018-04-30
HR,2018-05,125530.23,129749.6,123878.88,4219.36,0.03,False,2018,2,2018Q2,2018,626229.12,618268.8,-7960.32,-0.01,128815.76203415547,-0.0004875454692978165,-251.03050683041369,0.0364552322654166,3.4845589853632135,0.04,4219.363106924957,0.0,2018-05-31
HR,2018-06,127660.46,118840.04,123705.52,-8820.42,-0.07,False,2018,2,2018Q2,2018,753889.58,737108.84,-16780.74,-0.02,128815.76203415547,-0.0004875454692978165,-313.71165919805645,0.0364552322654166,3.4845589853632135,0.04,-8820.42070445212,0.0,2018-06-30
HR,2018-07,130013.97,132273.22,126954.28,2259.25,0.02,False,2018,3,2018Q3,2018,883903.54,869382.05,-14521.49,-0.02,128815.76203415547,-0.0004875454692978165,-376.3622516538471,0.0364552322654166,3.4845589853632135,0.04,2259.2456968203473,0.0,2018-07-31
HR,2018-08,131943.46,133198.16,128103.81,1254.71,0.01,False,2018,3,2018Q3,2018,1015847.0,1002580.22,-13266.78,-0.01,128815.76203415547,-0.0004875454692978165,-438.98229909715064,0.0364552322654166,3.4845589853632135,0.04,1254.7062828306518,0.0,2018-08-31
HR,2018-09,132915.81,129756.93,131742.77,-3158.88,-0.02,False,2018,3,2018Q3,2018,1148762.81,1132337.15,-16425.66,-0.01,128815.76203415547,-0.0004875454692978165,-501.57181642002394,0.0364552322654166,3.4845589853632135,0.04,-3158.8768698478143,0.0,2018-09-30
HR,2018-10,132654.78,124981.72,129312.27,-7673.06,-0.06,False,2018,4,2018Q4,2018,1281417.59,1257318.87,-24098.72,-0.02,128815.76203415547,-0.0004875454692978165,-564.1308185073018,0.0364552322654166,3.4845589853632135,0.04,-7673.0596023014405,0.0,2018-10-31
HR,2018-11,131214.73,131593.31,128777.32,378.58,0.0,False,2018,4,2018Q4,2018,1412632.33,1388912.18,-23720.14,-0.02,128815.76203415547,-0.0004875454692978165,-626.6593202365536,0.0364552322654166,3.4845589853632135,0.04,378.57816578490616,0.0,2018-11-30
HR,2018-12,128965.74,126234.28,127603.11,-2731.46,-0.02,False,2018,4,2018Q4,2018,1541598.06,1515146.46,-26451.6,-0.02,128815.76203415547,-0.0004875454692978165,-689.1573364780842,0.0364552322654166,3.4845589853632135,0.04,-2731.4567079269877,0.0,2018-12-31
HR,2019-01,126494.17,127671.46,128499.68,1177.29,0.01,False,2019,1,2019Q1,2019,126494.17,127671.46,1177.29,0.01,128815.76203415547,-0.0004875454692978165,-751.6248820949469,0.0364552322654166,3.4845589853632135,0.04,1177.2873478628728,0.0,2019-01-31
HR,2019-02,124445.44,124554.22,126153.32,108.78,0.0,False,2019,1,2019Q1,2019,250939.61,252225.68,1286.06,0.01,128815.76203415547,-0.0004875454692978165,-814.0619719429734,0.0364552322654166,3.4845589853632135,0.04,108.7759982852055,0.0,2019-02-28
HR,2019-03,123351.12,131254.37,127826.68,7903.25,0.06,False,2019,1,2019Q1,2019,374290.73,383480.04,9189.31,0.02,128815.76203415547,-0.0004875454692978165,-876.4686208707298,0.0364552322654166,3.4845589853632135,0.04,7903.248790191431,0.0,2019-03-31
